title,content warnings,date finished,date watched,favourite?,feels,genre,notes,progress,rating,"rating ",runtime,status,summary,tags,total,trailer,type,watched
the three musketeers (1993),"intense violence, violence",,,No,"dramatic, funny","action and adventure, comedy, drama",,0%,,,105 min,watchlist,three musketeers defend france while navigating political intrigue and humor,"action, adventure, comedy",,[https://www.youtube.com/watch?v=0Pq8uYexQNo](https://www.youtube.com/watch?v=0Pq8uYexQNo),movie/film,
mission: impossible – dead reckoning part one,"intense violence, violence",,,No,"dramatic, tense","action and adventure, thriller",,0%,,,163 min,watchlist,ethan hunt faces a global threat while uncovering secrets that could change the world,"action, spy, thriller",,[https://www.youtube.com/watch?v=3kvNcdddrn0](https://www.youtube.com/watch?v=3kvNcdddrn0),movie/film,
speed 2,"intense violence, violence",,,No,"dramatic, tense","action and adventure, thriller",,0%,,,123 min,watchlist,a couple must prevent a hijacked cruise ship from crashing after a terrorist takeover,"action, thriller",,[https://www.youtube.com/watch?v=6KhfEp_0p3I](https://www.youtube.com/watch?v=6KhfEp_0p3I),movie/film,
runaway train,"crime themes, intense violence, violence",,,No,"dramatic, tense","action and adventure, thriller",,0%,,,110 min,watchlist,escaped convicts and a female worker try to stop a runaway train in alaska,"action, crime, thriller",,[https://www.youtube.com/watch?v=ZT0iqflx9nM](https://www.youtube.com/watch?v=ZT0iqflx9nM),movie/film,
air force one,"intense violence, violence",,,No,"dramatic, tense","action and adventure, thriller",,0%,,,124 min,watchlist,the president must save hostages and retake control after terrorists hijack air force one,"action, political drama, thriller",,[https://www.youtube.com/watch?v=v4u2t-5sXHY](https://www.youtube.com/watch?v=v4u2t-5sXHY),movie/film,
conan the barbarian,"intense violence, violence",,,No,dramatic,"action and adventure, fantasy",,0%,,,129 min,watchlist,a warrior seeks vengeance against the cult that killed his family,"action, adventure, fantasy",,[https://www.youtube.com/watch?v=ykYex_wreGQ](https://www.youtube.com/watch?v=ykYex_wreGQ),movie/film,
conan the destroyer,"intense violence, violence",,,No,dramatic,"action and adventure, fantasy",,0%,,,101 min,watchlist,conan embarks on a quest to recover a magical artifact while facing deadly enemies,"action, adventure, fantasy",,[https://www.youtube.com/watch?v=HRz6jDjOwPQ](https://www.youtube.com/watch?v=HRz6jDjOwPQ),movie/film,
spartacus,"intense violence, violence",,,No,"dramatic, tense","action and adventure, drama, historical",,0%,,,197 min,watchlist,a gladiator leads a slave revolt against the roman empire,"action, drama, war",,[https://www.youtube.com/watch?v=rgz1df8OTU4](https://www.youtube.com/watch?v=rgz1df8OTU4),movie/film,
300: rise of an empire,"intense violence, violence",,,No,"dramatic, tense","action and adventure, drama",,0%,,,102 min,watchlist,greek forces battle persian invaders in epic naval warfare,"action, drama, war",,[https://www.youtube.com/watch?v=2z-fvFh0q8k](https://www.youtube.com/watch?v=2z-fvFh0q8k),movie/film,
red dawn (1984),[https://www.youtube.com/watch?v=GdnNxC0dzl4](https://www.youtube.com/watch?v=GdnNxC0dzl4),,,No,"dramatic, tense",action and adventure,,0%,,,113 min,watchlist,"violence,intense violence,war themes","action, thriller, war",,,movie/film,
where eagles dare,[https://www.youtube.com/watch?v=1g91yjGf2hQ](https://www.youtube.com/watch?v=1g91yjGf2hQ),,,No,"dramatic, tense","action and adventure, thriller",,0%,,,145 min,watchlist,"violence,intense violence,war themes","action, thriller, war",,,movie/film,
the guns of navarone,"intense violence, violence",,,No,"dramatic, tense","action and adventure, thriller",,0%,,,158 min,watchlist,a group of allied commandos must destroy massive german guns during world war ii,"action, thriller, war",,[https://www.youtube.com/watch?v=NmqX_7Qx3mc](https://www.youtube.com/watch?v=NmqX_7Qx3mc),movie/film,
the magnificent seven,[https://www.youtube.com/watch?v=05R_LS1k8K0](https://www.youtube.com/watch?v=05R_LS1k8K0),,,No,dramatic,action and adventure,,0%,,,128 min,watchlist,"violence,intense violence","action, adventure, western",,,movie/film,
the one,[https://www.youtube.com/watch?v=p6ShTgyvdro](https://www.youtube.com/watch?v=p6ShTgyvdro),,,No,"dramatic, tense","action and adventure, sci-fi",,0%,,,87 min,watchlist,"violence,intense violence,science fiction","action, thriller",,,movie/film,
hero,[https://www.youtube.com/watch?v=Hf16hF8RvFo](https://www.youtube.com/watch?v=Hf16hF8RvFo),,,No,dramatic,"action and adventure, drama, fantasy",,0%,,,99 min,watchlist,"violence,intense violence,dramatic","action, adventure, drama",,,movie/film,
house of flying daggers,"intense violence, violence",,,No,"dramatic, romantic","action and adventure, fantasy, romance",,0%,,,99 min,watchlist,two rebels are tasked with delivering a message while navigating love and betrayal,"action, adventure, fantasy",,[https://www.youtube.com/watch?v=JOfdKgJwLME](https://www.youtube.com/watch?v=JOfdKgJwLME),movie/film,
swordsman,[https://www.youtube.com/watch?v=e2v57X5Qf78](https://www.youtube.com/watch?v=e2v57X5Qf78),,,No,dramatic,"action and adventure, drama, fantasy",,0%,,,100 min,watchlist,"violence,intense violence,dramatic","action, adventure, drama",,,movie/film,
dragon from hell,[https://www.youtube.com/watch?v=dvQ5AK87y0U](https://www.youtube.com/watch?v=dvQ5AK87y0U),,,No,dramatic,"action and adventure, fantasy",,0%,,,95 min,watchlist,"violence,intense violence,fantasy","action, adventure, fantasy",,,movie/film,
merantau,[https://www.youtube.com/watch?v=2Fy5-5Nv_6I](https://www.youtube.com/watch?v=2Fy5-5Nv_6I),,,No,tense,action and adventure,,0%,,,108 min,watchlist,"violence,martial arts","action, martial arts, thriller",,,movie/film,
the raid 2,"crime themes, intense violence, violence",,,No,"dramatic, tense","action and adventure, crime",,0%,,,150 min,watchlist,a cop infiltrates a crime syndicate while facing deadly assassins,"action, crime, martial arts",,[https://www.youtube.com/watch?v=Fyd5k1vYYOs](https://www.youtube.com/watch?v=Fyd5k1vYYOs),movie/film,
bounty hunter,"coarse language, intense violence, violence",,,No,"dramatic, funny","action and adventure, comedy, crime",,0%,,,109 min,watchlist,a bounty hunter must capture his ex-wife while facing criminals,"action, comedy, crime",,[https://www.youtube.com/watch?v=0C3aGq5DYtE](https://www.youtube.com/watch?v=0C3aGq5DYtE),movie/film,
48 hrs.,"coarse language, crime themes, violence",,,No,"dramatic, funny","action and adventure, comedy, crime",,0%,,,96 min,watchlist,a cop teams with a convict to catch dangerous criminals,"action, comedy, crime",,[https://www.youtube.com/watch?v=u0mv0gC2E0g](https://www.youtube.com/watch?v=u0mv0gC2E0g),movie/film,
midnight run,"coarse language, crime themes, violence",,,No,"dramatic, funny","action and adventure, comedy, crime",,0%,,,126 min,watchlist,a bounty hunter must transport a mob accountant while facing gangsters,"action, comedy, crime",,[https://www.youtube.com/watch?v=pUIRkkfQKts](https://www.youtube.com/watch?v=pUIRkkfQKts),movie/film,
point blank,[https://www.youtube.com/watch?v=VjC94UpqB6U](https://www.youtube.com/watch?v=VjC94UpqB6U),,,No,"dramatic, tense","action and adventure, crime, thriller",,0%,,,88 min,watchlist,"violence,intense violence,crime themes","action, crime, thriller",,,movie/film,
indiana jones and the temple of doom,"intense violence, violence",,,No,"dramatic, tense","action and adventure, thriller",,0%,,,118 min,watchlist,indiana jones must recover a sacred stone while facing a dangerous cult,"action, adventure, thriller",,[https://www.youtube.com/watch?v=IBgMFXFi6Fc](https://www.youtube.com/watch?v=IBgMFXFi6Fc),movie/film,
indiana jones and the last crusade,"intense violence, violence",,,No,"dramatic, funny","action and adventure, comedy",,0%,,,127 min,watchlist,indiana jones searches for the holy grail while evading nazis,"action, adventure, thriller",,[https://www.youtube.com/watch?v=2AUmvWm5ZDQ](https://www.youtube.com/watch?v=2AUmvWm5ZDQ),movie/film,
indiana jones and the kingdom of the crystal skull,"intense violence, violence",,,No,"dramatic, tense","action and adventure, thriller",,0%,,,122 min,watchlist,indiana jones uncovers a mysterious artifact while fighting secret agents,"action, adventure, thriller",,[https://www.youtube.com/watch?v=6brnAPcKYJM](https://www.youtube.com/watch?v=6brnAPcKYJM),movie/film,
the hobbit: an unexpected journey,violence,,,No,dramatic,"action and adventure, fantasy",,0%,,,169 min,watchlist,bilbo baggins sets out on a journey with dwarves to reclaim their homeland,"action, adventure, fantasy",,[https://www.youtube.com/watch?v=SDnYMbYB-nU](https://www.youtube.com/watch?v=SDnYMbYB-nU),movie/film,
the hobbit: the desolation of smaug,violence,,,No,dramatic,"action and adventure, fantasy",,0%,,,161 min,watchlist,bilbo baggins continues his quest and faces the dragon smaug,"action, adventure, fantasy",,[https://www.youtube.com/watch?v=JTSoD4BBCJc](https://www.youtube.com/watch?v=JTSoD4BBCJc),movie/film,
the hobbit: the battle of the five armies,violence,,,No,dramatic,"action and adventure, fantasy",,0%,,,144 min,watchlist,"the dwarves, elves, and men unite to battle orcs and a dragon for middle-earth","action, adventure, fantasy",,[https://www.youtube.com/watch?v=7BWWWQzTpNU](https://www.youtube.com/watch?v=7BWWWQzTpNU),movie/film,
pirates of the caribbean: the curse of the black pearl,violence,,,No,"dramatic, funny","action and adventure, comedy, fantasy",,0%,,,143 min,watchlist,jack sparrow seeks to reclaim his ship while facing cursed pirates,"action, adventure, comedy",,[https://www.youtube.com/watch?v=naQr0uTrH_s](https://www.youtube.com/watch?v=naQr0uTrH_s),movie/film,
pirates of the caribbean: dead man's chest,violence,,,No,"dramatic, funny","action and adventure, comedy, fantasy",,0%,,,151 min,watchlist,jack sparrow races to pay off a debt to a ghostly pirate captain,"action, adventure, comedy",,[https://www.youtube.com/watch?v=es3T59VgZbE](https://www.youtube.com/watch?v=es3T59VgZbE),movie/film,
pirates of the caribbean: at world's end,violence,,,No,"dramatic, funny","action and adventure, comedy, fantasy",,0%,,,169 min,watchlist,jack sparrow and allies battle an emerging pirate empire,"action, adventure, comedy",,[https://www.youtube.com/watch?v=tVCRP1r_4iI](https://www.youtube.com/watch?v=tVCRP1r_4iI),movie/film,
pirates of the caribbean: on stranger tides,violence,,,No,"dramatic, funny","action and adventure, comedy, fantasy",,0%,,,137 min,watchlist,jack sparrow searches for the fountain of youth while facing new adversaries,"action, adventure, comedy",,[https://www.youtube.com/watch?v=SbUbA5H2QOY](https://www.youtube.com/watch?v=SbUbA5H2QOY),movie/film,
pirates of the caribbean: dead men tell no tales,violence,,,No,"dramatic, funny","action and adventure, comedy, fantasy",,0%,,,129 min,watchlist,jack sparrow faces a vengeful ghost captain and searches for hidden treasure,"action, adventure, comedy",,[https://www.youtube.com/watch?v=-oYBF1FZ2aw](https://www.youtube.com/watch?v=-oYBF1FZ2aw),movie/film,
jurassic park,"intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi, thriller",,0%,,,127 min,watchlist,scientists face chaos when cloned dinosaurs escape a theme park,"action, adventure",,[https://www.youtube.com/watch?v=lc0UehYemQA](https://www.youtube.com/watch?v=lc0UehYemQA),movie/film,
the lost world: jurassic park,"intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi, thriller",,0%,,,129 min,watchlist,a team investigates an island with cloned dinosaurs and faces deadly dangers,"action, adventure",,[https://www.youtube.com/watch?v=Ty8TGSZ8Y9U](https://www.youtube.com/watch?v=Ty8TGSZ8Y9U),movie/film,
jurassic park iii,"intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi, thriller",,0%,,,92 min,watchlist,a scientist and a couple face dinosaurs while exploring a forbidden island,"action, adventure",,[https://www.youtube.com/watch?v=3KnvfiqB3VY](https://www.youtube.com/watch?v=3KnvfiqB3VY),movie/film,
jurassic world,"intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi, thriller",,0%,,,124 min,watchlist,a theme park faces disaster when genetically modified dinosaurs escape,"action, adventure",,[https://www.youtube.com/watch?v=RFinNxS5KN4](https://www.youtube.com/watch?v=RFinNxS5KN4),movie/film,
jurassic world: fallen kingdom,"intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi, thriller",,0%,,,128 min,watchlist,a team attempts to save dinosaurs from a volcanic eruption while facing human threats,"action, adventure",,[https://www.youtube.com/watch?v=1FJDxB0lpYw](https://www.youtube.com/watch?v=1FJDxB0lpYw),movie/film,
jurassic world: dominion,"intense violence, violence",,,No,"dramatic, tense","action and adventure, sci-fi, thriller",,0%,,,147 min,watchlist,humans and dinosaurs must coexist as threats emerge from past genetic experiments,"action, adventure",,[https://www.youtube.com/watch?v=4wCoX2MeQZ4](https://www.youtube.com/watch?v=4wCoX2MeQZ4),movie/film,
the three musketeers (2011),"intense violence, violence",,,No,"dramatic, romantic","action and adventure, drama, romance",,0%,,,110 min,watchlist,young musketeers embark on missions to protect france and confront political intrigue,"action, adventure, romance",,[https://www.youtube.com/watch?v=Ax1_k2PxoD4](https://www.youtube.com/watch?v=Ax1_k2PxoD4),movie/film,
the man from snowy river,violence,,,No,"dramatic, romantic","action and adventure, drama, romance",,0%,,,102 min,watchlist,a young man proves his worth in the rugged australian highlands while pursuing love,"action, drama, romance",,[https://www.youtube.com/watch?v=L7MqT9jD1eo](https://www.youtube.com/watch?v=L7MqT9jD1eo),movie/film,
the english patient,violence,,,No,"dramatic, romantic","drama, historical, romance",,0%,,,162 min,watchlist,a critically burned man recounts his past love affair during world war ii,"drama, historical, romance",,[https://www.youtube.com/watch?v=zL3gfzUKw8c](https://www.youtube.com/watch?v=zL3gfzUKw8c),movie/film,
robin and marian,violence,,,No,"dramatic, romantic","action and adventure, drama, romance",,0%,,,123 min,watchlist,an aging robin hood reunites with marian while facing political and personal challenges,"action, drama, romance",,[https://www.youtube.com/watch?v=6xxRr0tYtZk](https://www.youtube.com/watch?v=6xxRr0tYtZk),movie/film,
king arthur (2004),"intense violence, violence",,,No,dramatic,"action and adventure, drama, historical",,0%,,,126 min,watchlist,arthur and his knights battle to defend britain against invading forces,"action, drama, war",,[https://www.youtube.com/watch?v=UO5FhEY3_hU](https://www.youtube.com/watch?v=UO5FhEY3_hU),movie/film,
king arthur: legend of the sword,"intense violence, violence",,,No,dramatic,"action and adventure, fantasy",,0%,,,126 min,watchlist,arthur must reclaim his throne and master the magical sword excalibur,"action, adventure, fantasy",,[https://www.youtube.com/watch?v=E5lnD0vK_9E](https://www.youtube.com/watch?v=E5lnD0vK_9E),movie/film,
